MSE,RMSE,LogRMSE,AbsRel,SqureREL,SSIM,A1,A2,A3,time
0.007552322465926409,0.08690409924696538,0.038053106516599655,0.028775611892342567,0.003163343295454979,0.0,0.998099687655844,1.0,1.0,0.02177572250366211
0.1667376458644867,0.4083352126188564,0.10214327275753021,0.05866013839840889,0.036430828273296356,0.0,0.9704889267008747,0.9923696594262622,0.9958790843591312,0.021961688995361328
0.01727481745183468,0.1314336998331656,0.051211126148700714,0.03350910171866417,0.005670554004609585,0.0,0.9967802183951509,0.9998625004296862,1.0,0.021661996841430664
0.0162555780261755,0.12749736478129853,0.053015146404504776,0.038913242518901825,0.0063746534287929535,0.0,0.9980545602426854,0.9999725220373261,1.0,0.021954059600830078
0.007526646368205547,0.08675624685407701,0.04470403119921684,0.0296200942248106,0.003622255055233836,0.0,0.9977447993525967,0.9998631408578093,1.0,0.021648883819580078
0.0030535890255123377,0.05525928904276943,0.03283078223466873,0.020927170291543007,0.0016876165755093098,0.0,0.9982159816560937,0.9999160461955808,0.9999947528872238,0.021859169006347656
0.014537708833813667,0.12057242153085285,0.07068148255348206,0.04921208322048187,0.007399956230074167,0.0,0.9952612854310043,0.9978129009681559,0.9985492243088767,0.021796703338623047
0.018607301637530327,0.13640858344521553,0.058278050273656845,0.0443313829600811,0.00739264627918601,0.0,0.9986987924542534,1.0,1.0,0.0219879150390625
0.01360243745148182,0.1166294879157146,0.041609544306993484,0.03184333071112633,0.004640255123376846,0.0,0.9997091938981294,1.0,1.0,0.021917104721069336
0.008479973301291466,0.0920867705009328,0.0384238138794899,0.026244038715958595,0.003159857355058193,0.0,0.9977121420268413,0.9997146782204375,0.9998943252668288,0.02198481559753418
0.006707534193992615,0.08189953720255454,0.04016551002860069,0.027824969962239265,0.003133701626211405,0.0,0.9990270232703601,0.9998030880428109,0.9999420847184738,0.021820068359375
0.05148088186979294,0.22689398817463838,0.1059265062212944,0.05929575487971306,0.019995233044028282,0.0,0.9705937484024516,0.9856632453095978,0.9955921863550903,0.02178668975830078
0.024746254086494446,0.1573094214803883,0.05818500742316246,0.04035041481256485,0.00804364774376154,0.0,0.9895786007953469,0.9989062578875633,1.0,0.021873950958251953
0.010357141494750977,0.10177004222633976,0.05694061890244484,0.04145752638578415,0.005305970087647438,0.0,0.9917246958251801,0.9998852170490943,1.0,0.022078275680541992
0.01441382709890604,0.12005759908854599,0.06676840782165527,0.04653986915946007,0.007747464347630739,0.0,0.9786570118774744,1.0,1.0,0.021898508071899414
0.013333490118384361,0.11547073273511502,0.0419171117246151,0.029126374050974846,0.004642041865736246,0.0,0.9964292534998525,0.9999074036563981,1.0,0.02208256721496582
0.009976522997021675,0.09988254600790708,0.041375111788511276,0.030529314652085304,0.0040095713920891285,0.0,0.9988951148291374,0.9999947386420435,1.0,0.021940946578979492
0.03646715357899666,0.1909637493845276,0.06679892539978027,0.0461139902472496,0.011797333136200905,0.0,0.9850605826243878,0.9993812838360402,1.0,0.021957874298095703
0.0030356133356690407,0.055096400387584676,0.031067639589309692,0.02322637476027012,0.0016914114821702242,0.0,0.9994638265088338,1.0,1.0,0.021915674209594727
0.01667078584432602,0.1291153973944472,0.0575508251786232,0.04015997052192688,0.006645122077316046,0.0,0.9945893381126572,0.9994063537114201,0.9999547698065844,0.02201223373413086
0.019373534247279167,0.1391888438319651,0.08132971823215485,0.05442772060632706,0.012433971278369427,0.0,0.9731988685609089,0.9951020243622217,1.0,0.021840810775756836
0.007500144653022289,0.08660337552903057,0.05362338200211525,0.03472764417529106,0.00458229286596179,0.0,0.9887324121475328,0.9995518214355601,1.0,0.022006988525390625
0.01916167326271534,0.13842569581806458,0.072280652821064,0.04767066612839699,0.010049226693809032,0.0,0.9742844798978142,0.9998998177936121,1.0,0.021848678588867188
0.085517019033432,0.29243293082933053,0.1058211475610733,0.057290636003017426,0.026277722790837288,0.0,0.9380504417491311,0.9902577916730638,1.0,0.02198505401611328
0.005509032402187586,0.07422285633271995,0.03836951404809952,0.025089863687753677,0.002780378330498934,0.0,0.9974522225797433,0.99943558554044,1.0,0.021909236907958984
0.006567727774381638,0.08104151883066875,0.03162999823689461,0.024699464440345764,0.0024981049355119467,0.0,0.999791151975142,1.0,1.0,0.022137880325317383
0.009521170519292355,0.09757648548340093,0.04292578250169754,0.030285345390439034,0.0040933373384177685,0.0,0.9971848269390406,0.999742200269143,1.0,0.021947860717773438
0.01004763413220644,0.10023788770822357,0.04439700394868851,0.031221840530633926,0.004274327307939529,0.0,0.9968216860092955,0.999966602655089,1.0,0.0218963623046875
0.004026172682642937,0.06345212906312078,0.0337812565267086,0.024263687431812286,0.0020685933995991945,0.0,0.9999677160736289,1.0,1.0,0.021712779998779297
0.021750714629888535,0.14748123483985526,0.04540378600358963,0.03534751385450363,0.006520014721900225,0.0,0.9988282523638735,0.9998420687968699,1.0,0.021790504455566406
0.00866053905338049,0.09306201724323672,0.04457926005125046,0.03400769084692001,0.004234007094055414,0.0,0.9995100240904822,1.0,1.0,0.024681806564331055
0.005155053921043873,0.07179870417384894,0.037255093455314636,0.02660774625837803,0.0026573739014565945,0.0,0.9986976046344437,1.0,1.0,0.021762371063232422
0.0062559437938034534,0.07909452442365054,0.03773697465658188,0.02690737135708332,0.002918983343988657,0.0,0.9996564696341683,1.0,1.0,0.022083759307861328
0.032749805599451065,0.18096907359947187,0.04610578343272209,0.032979778945446014,0.007195031736046076,0.0,0.997034120874165,0.9995967677753784,0.9999787772513357,0.02179431915283203
0.01781289093196392,0.13346494270767856,0.04563133046030998,0.03161946311593056,0.0058368779718875885,0.0,0.9973724220864876,1.0,1.0,0.022004127502441406
0.04102472588419914,0.2025456143297088,0.06413950026035309,0.0466691255569458,0.010594447143375874,0.0,0.9928318239668465,0.9995371977322689,0.9999684452999275,0.021761178970336914
0.004917136859148741,0.07012229930021363,0.028473377227783203,0.02029007114470005,0.0019179325317963958,0.0,0.999745296907395,1.0,1.0,0.022031068801879883
0.011673315428197384,0.10804311837501444,0.04237955063581467,0.030812250450253487,0.004552425350993872,0.0,0.9989582404848917,0.9998384437115607,1.0,0.021756410598754883
0.20474442839622498,0.45248693726584527,0.08908350765705109,0.05331588536500931,0.034171026200056076,0.0,0.9796019978721509,0.9965356938832198,0.998668784033794,0.021956443786621094
0.011948559433221817,0.10930946634771307,0.04446731507778168,0.03173903375864029,0.004763226490467787,0.0,0.998099907004512,0.999701495964455,0.9999425953777799,0.02172374725341797
0.030928509309887886,0.17586503151532965,0.04765624552965164,0.03511327877640724,0.00829194113612175,0.0,0.9975055402700012,0.9996360015844636,0.9997858832849786,0.02196359634399414
0.0022837778087705374,0.04778888792146703,0.024888353422284126,0.01640830561518669,0.001174303819425404,0.0,0.9990159236805474,1.0,1.0,0.022073745727539062
0.004164086189121008,0.0645297310479519,0.03359498083591461,0.02263852395117283,0.0021350369788706303,0.0,0.9995670683310485,1.0,1.0,0.021879911422729492
0.011579235084354877,0.10760685426289014,0.049557846039533615,0.02962748520076275,0.005338982678949833,0.0,0.9910810742908825,0.9989824887571288,0.999993719066402,0.021817684173583984
0.02871539443731308,0.1694561726149658,0.06875400245189667,0.040116243064403534,0.01060602255165577,0.0,0.9941176785150881,0.9985561574537034,0.9999946524350137,0.022015810012817383
0.004671950824558735,0.06835167023971496,0.03558361157774925,0.02450857311487198,0.002398632001131773,0.0,0.9994430120986959,1.0,1.0,0.021968603134155273
0.007488100323826075,0.08653381029300672,0.05260513350367546,0.03184962645173073,0.004292449913918972,0.0,0.9959298484880772,1.0,1.0,0.022064685821533203
0.13152562081813812,0.3626646120289904,0.10011669248342514,0.059612225741147995,0.032891448587179184,0.0,0.9459118402158305,0.9950518129883693,0.9997451310710089,0.022001028060913086
0.0184614434838295,0.13587289458839646,0.06882906705141068,0.047084271907806396,0.008290574885904789,0.0,0.9987264936298585,0.9997181584262802,0.99995302640438,0.021935701370239258
0.005928647238761187,0.07699770930853195,0.04011528939008713,0.027967074885964394,0.0030237294267863035,0.0,0.9993537677121006,1.0,1.0,0.021982192993164062
0.011235211044549942,0.10599627844669804,0.06350214034318924,0.047328073531389236,0.006436855532228947,0.0,0.9928764108115867,1.0,1.0,0.021798372268676758
0.0051192715764045715,0.07154908508432915,0.02879604697227478,0.02259618602693081,0.0019904430955648422,0.0,0.9998717667865291,1.0,1.0,0.02193284034729004
0.015556985512375832,0.12472764534126278,0.05105213448405266,0.036611780524253845,0.006162381265312433,0.0,0.996944757192771,1.0,1.0,0.02173304557800293
0.006805609446018934,0.0824961177633162,0.042190395295619965,0.032378531992435455,0.0033781665842980146,0.0,0.9999842089472105,1.0,1.0,0.021860837936401367
0.038897719234228134,0.19722504717765474,0.053273916244506836,0.03978182375431061,0.00984187051653862,0.0,0.99739346115434,0.9998518388445625,1.0,0.021918535232543945
0.014643733389675617,0.12101129447153111,0.05343543365597725,0.03237902745604515,0.007057861424982548,0.0,0.9965679534046573,0.997881521726979,0.9985522800192284,0.021935701370239258
0.021327225491404533,0.1460384384037454,0.05212472379207611,0.03551842272281647,0.006934989709407091,0.0,0.9951702501919206,0.999220228128608,1.0,0.021861791610717773
0.02280363067984581,0.1510087106091758,0.056424375623464584,0.039854757487773895,0.007431899197399616,0.0,0.9942416923833803,0.9996254304754237,1.0,0.02193737030029297
0.013914399780333042,0.11795931408893934,0.041017018258571625,0.03065365180373192,0.004549273755401373,0.0,0.9995852368357778,0.999993988939649,1.0,0.022102832794189453
0.005605313926935196,0.07486864448442483,0.030006062239408493,0.021364111453294754,0.0022088319528847933,0.0,0.9993572198722733,0.9999481628929253,1.0,0.021780729293823242
0.01230359822511673,0.11092158592950575,0.04042435064911842,0.03105025924742222,0.00445240642875433,0.0,0.999571939623103,1.0,1.0,0.02485179901123047
0.0073094055987894535,0.08549506183861998,0.03830628842115402,0.02649507112801075,0.0029368025716394186,0.0,0.9994996159843601,0.9998836316242697,1.0,0.0217742919921875
0.0030030158814042807,0.05479977993937823,0.030941659584641457,0.021996889263391495,0.0016371638048440218,0.0,0.9991239528904371,1.0,1.0,0.02212071418762207
0.013494850136339664,0.11616733678766879,0.04460859298706055,0.03124738670885563,0.004686189349740744,0.0,0.9962274037201991,1.0,1.0,0.021795272827148438
0.008378269150853157,0.09153288562507553,0.03786247596144676,0.026845157146453857,0.003410935401916504,0.0,0.9990419760285741,0.9999479334798138,1.0,0.021935701370239258
0.008471585810184479,0.09204121799598525,0.03745034709572792,0.02787214331328869,0.003259774297475815,0.0,0.9990789264729236,0.9999100100576994,1.0,0.021976232528686523
0.006799955852329731,0.08246184482734867,0.03202563524246216,0.024437619373202324,0.0025860012974590063,0.0,0.9993679798640602,0.999905751383237,1.0,0.02206730842590332
0.016598956659436226,0.128836938256993,0.038172781467437744,0.029553759843111038,0.004587633069604635,0.0,0.9991377351866003,0.9999070612775977,1.0,0.0219419002532959
0.16088955104351044,0.40111039757591727,0.0943385437130928,0.04276333004236221,0.031510014086961746,0.0,0.95684015499724,0.9882495040197627,0.9982128315416104,0.021888256072998047
0.003930623643100262,0.06269468592393028,0.029385918751358986,0.018596095964312553,0.0017417799681425095,0.0,0.9989954525324317,0.9999891984143272,1.0,0.021900177001953125
0.026293477043509483,0.1621526350187054,0.06440553069114685,0.03955261781811714,0.009362326003611088,0.0,0.9898334473121638,0.99792684174533,0.9996769104018696,0.021960020065307617
0.012727577239274979,0.112816564560684,0.04382066801190376,0.03113577887415886,0.0047180866822600365,0.0,0.9980012308210208,0.9998737619465908,1.0,0.02186417579650879
0.019778328016400337,0.14063544367050695,0.058537501841783524,0.04107184708118439,0.007648979779332876,0.0,0.9934470301604638,0.9991388725531378,0.9997952196925145,0.021912574768066406
0.00937690306454897,0.0968344105395854,0.039951831102371216,0.03046879731118679,0.0037242586258798838,0.0,0.9987982806168826,0.9998253912007437,1.0,0.02224254608154297
0.028307951986789703,0.1682496715800352,0.05831403657793999,0.04172208905220032,0.009999583475291729,0.0,0.9969637284358713,1.0,1.0,0.02188730239868164
0.024242691695690155,0.15570064770478687,0.05119594931602478,0.0320466086268425,0.008272247388958931,0.0,0.9966652814758952,0.9999640876466634,1.0,0.022059917449951172
0.039443980902433395,0.19860508780601113,0.05708698183298111,0.04317781701683998,0.011276469565927982,0.0,0.9964959163742125,0.9995438788542237,1.0,0.022174596786499023
0.007642771117389202,0.08742294388425273,0.03489048779010773,0.022427987307310104,0.0029387050308287144,0.0,0.9990934971149782,1.0,1.0,0.021872758865356445
0.0062666889280080795,0.07916242118586368,0.03369644284248352,0.02410159632563591,0.0025883782655000687,0.0,0.9992633705910939,1.0,1.0,0.02187824249267578
0.011064030230045319,0.10518569403699972,0.0388118177652359,0.026851147413253784,0.0039634015411138535,0.0,0.9971602888818905,0.999818514702978,1.0,0.021944761276245117
0.006883989088237286,0.08296980829336227,0.03374772146344185,0.021857304498553276,0.0026028852444142103,0.0,0.9971788675564226,0.9998392675032146,0.9999778300004434,0.021704912185668945
0.013532237149775028,0.11632814427203345,0.03615241497755051,0.02696395106613636,0.004062103573232889,0.0,1.0,1.0,1.0,0.02195882797241211
0.007775533013045788,0.08817898283063708,0.03311513364315033,0.023134877905249596,0.0028891032561659813,0.0,0.9990984014602577,1.0,1.0,0.021709442138671875
0.004123352468013763,0.06421333559326882,0.025132479146122932,0.017846766859292984,0.0015568583039566875,0.0,0.9999182208955835,1.0,1.0,0.021939516067504883
0.005153504200279713,0.07178791124054044,0.03153372183442116,0.022068597376346588,0.0021539919544011354,0.0,0.9996986778190509,1.0,1.0,0.021776437759399414
0.004789014346897602,0.06920270476576477,0.026387205347418785,0.017501704394817352,0.0017229141667485237,0.0,0.9995741951763147,0.9999842294509746,1.0,0.02207326889038086
0.030630256980657578,0.17501501930022342,0.04490263760089874,0.02963569015264511,0.007194379810243845,0.0,0.9952514133996282,0.9996892428975647,1.0,0.021750450134277344
0.050419945269823074,0.22454386045898264,0.0495697520673275,0.03324994817376137,0.01011936366558075,0.0,0.997137320532018,0.9999496671741893,1.0,0.021937847137451172
0.012849949300289154,0.11335761686048783,0.04921005666255951,0.0336650088429451,0.005028496030718088,0.0,0.9959553817180936,0.9998319571200928,1.0,0.021706104278564453
0.08145986497402191,0.28541174638410016,0.06259800493717194,0.03875705599784851,0.0157412551343441,0.0,0.9944215377152559,0.9994860422946767,0.9997632329672107,0.022044897079467773
0.0033415041398257017,0.057805744868704025,0.035371702164411545,0.02389635145664215,0.0019549622666090727,0.0,0.9979161172558936,0.9999224361261498,1.0,0.02179574966430664
0.013100127689540386,0.11445578923558382,0.03506847843527794,0.02017146348953247,0.003422478213906288,0.0,0.9983862236612295,0.999320784009315,0.9995301663823832,0.022073745727539062
0.0073731038719415665,0.08586677979254588,0.029491815716028214,0.024593155831098557,0.0024707114789634943,0.0,1.0,1.0,1.0,0.021791696548461914
0.00870481412857771,0.09329959339985201,0.03701500594615936,0.028613461181521416,0.003239509416744113,0.0,0.9994422907633509,0.9999343871486295,1.0,0.021923542022705078
0.005637979134917259,0.07508647771015271,0.03397320955991745,0.024314390495419502,0.002428230829536915,0.0,0.9990897625705982,1.0,1.0,0.021790504455566406
0.007663569413125515,0.08754181522635635,0.04958386346697807,0.028567764908075333,0.004217782523483038,0.0,0.9911349892066484,1.0,1.0,0.021984577178955078
0.0144490422680974,0.12020416909615657,0.04571326822042465,0.02993515133857727,0.00502215139567852,0.0,0.9962985775040328,0.9994251356503886,0.9998826807449772,0.021757841110229492
0.010474455542862415,0.10234478757055689,0.03364848718047142,0.02359335869550705,0.0031283916905522346,0.0,0.9991844516815174,0.9998346861516589,1.0,0.021925926208496094
0.011727158911526203,0.10829200760686913,0.033111147582530975,0.025365682318806648,0.0034211447928100824,0.0,0.9998474645213775,0.9999604537648016,1.0,0.021941423416137695
0.02204914391040802,0.1484895414175962,0.03789137676358223,0.026811696588993073,0.005192373413592577,0.0,0.9982185306530743,0.999921323120325,0.9999831406686411,0.022028446197509766
0.00649094907566905,0.08056642647945265,0.02831542305648327,0.024095743894577026,0.0022613734472543,0.0,1.0,1.0,1.0,0.021788597106933594
0.02996048703789711,0.173090979077181,0.055850088596343994,0.03502751886844635,0.00855944026261568,0.0,0.9908076054851136,0.9993429992924607,0.9998596152334318,0.021989107131958008
0.009320604614913464,0.09654327845538219,0.03850230202078819,0.028930028900504112,0.0035503071267157793,0.0,0.9989069160980028,0.9999895896771238,1.0,0.021700620651245117
0.011807603761553764,0.10866279842500728,0.03488815203309059,0.025655152276158333,0.003799524623900652,0.0,0.999479432318314,1.0,1.0,0.02201700210571289
0.03602786734700203,0.18981008231124613,0.04869922995567322,0.04428169131278992,0.00932790245860815,0.0,0.9994601562241784,1.0,1.0,0.021871566772460938
0.005664217751473188,0.07526099754503117,0.0331626832485199,0.022794025018811226,0.002400230150669813,0.0,0.9995151489599419,1.0,1.0,0.0220489501953125
0.018450133502483368,0.1358312685006047,0.040879249572753906,0.031381238251924515,0.005246705375611782,0.0,0.9986459143167531,0.9999124735489916,1.0,0.021818161010742188
0.016702203080058098,0.12923700352475717,0.03500555455684662,0.026776351034641266,0.004325307905673981,0.0,0.9986567179842374,0.9999580224370074,1.0,0.021965980529785156
0.006387593224644661,0.07992242003746296,0.03139506280422211,0.02034194953739643,0.0023170022759586573,0.0,0.9981146226120289,0.9999166684027416,0.9999791671006854,0.021916627883911133
0.00968155637383461,0.09839490014139254,0.03774011880159378,0.029830360785126686,0.003518122248351574,0.0,0.9989923384866457,0.9999452357873178,1.0,0.022526025772094727
0.020449088886380196,0.1430003107912014,0.05046573281288147,0.03547562658786774,0.006895603146404028,0.0,0.994455207428686,0.9999878536854955,1.0,0.021915435791015625
0.007618279661983252,0.08728275695681967,0.031685035675764084,0.022104382514953613,0.0026947727892547846,0.0,0.9991618121621055,1.0,1.0,0.021886825561523438
0.14563651382923126,0.3816235236843128,0.08730007708072662,0.06817237287759781,0.030794674530625343,0.0,0.9939479895199532,0.9948953077972414,0.9999458675270121,0.021880626678466797
0.01711510308086872,0.13082470363378898,0.04012700915336609,0.031873080879449844,0.005002948921173811,0.0,0.9998033509006529,1.0,1.0,0.021809101104736328
0.06011827662587166,0.24519028656509143,0.05844918638467789,0.028055507689714432,0.01172655913978815,0.0,0.9944100405912129,0.9956475125214024,0.9975143882781539,0.021799325942993164
0.029930684715509415,0.17300486905145016,0.05178065598011017,0.039639271795749664,0.008523091673851013,0.0,0.9968047819870229,0.9998709524227393,1.0,0.022005319595336914
0.020418886095285416,0.14289466783363686,0.0610579252243042,0.038379788398742676,0.007942309603095055,0.0,0.995161972245562,0.998747678656484,0.9996467811595211,0.021818876266479492
0.013481710106134415,0.11611076653839822,0.0381079725921154,0.025670694187283516,0.004262401722371578,0.0,0.9987377672505142,1.0,1.0,0.02283024787902832
0.016559863463044167,0.12868513303037055,0.04034280404448509,0.02854836918413639,0.004954218398779631,0.0,0.998412921421398,0.9999947964636767,0.9999947964636767,0.021843671798706055
0.03194180876016617,0.17872271472917528,0.045392729341983795,0.032225579023361206,0.00702598225325346,0.0,0.9957501777543787,0.9993595414751171,1.0,0.022046804428100586
0.05140667408704758,0.2267303995653154,0.06760250777006149,0.04756811261177063,0.014042077586054802,0.0,0.983012079022816,0.9992532208116394,0.999963444375395,0.021862268447875977
0.05105119198560715,0.2259451083462688,0.06486532092094421,0.04627334699034691,0.013845491223037243,0.0,0.9926287086317139,0.998996495615579,0.9999159368054935,0.022207260131835938
0.03770557790994644,0.19417924170710535,0.05966413393616676,0.04182896018028259,0.0106832105666399,0.0,0.9930823117338003,0.9999690944679097,1.0,0.021846771240234375
0.0383312925696373,0.19578379036487495,0.057206638157367706,0.041462577879428864,0.010865842923521996,0.0,0.9937984576582561,0.9999844312744559,1.0,0.022159576416015625
0.11040730774402618,0.33227595119723335,0.08180475980043411,0.058273088186979294,0.025348655879497528,0.0,0.9687769052830306,0.9994242917751522,1.0,0.021721601486206055
0.028931960463523865,0.17009397538867702,0.05389028787612915,0.03948938474059105,0.008435600437223911,0.0,0.9956370673849566,0.9993379207315694,1.0,0.022005081176757812
0.036706309765577316,0.19158890825300226,0.06152108311653137,0.041252002120018005,0.010469242930412292,0.0,0.9899610019335175,0.9995029658193417,0.9998907617185366,0.021715641021728516
0.03497083857655525,0.1870049159154787,0.053617652505636215,0.03597993776202202,0.009377074427902699,0.0,0.9882341360301736,0.9999430099059146,1.0,0.0218203067779541
0.013870528899133205,0.11777320959850422,0.047307927161455154,0.038141004741191864,0.0055477796122431755,0.0,0.9995612690425093,1.0,1.0,0.021933317184448242
0.00711726164445281,0.08436386456565874,0.035480745136737823,0.027615409344434738,0.002976280404254794,0.0,0.9999273715773855,1.0,1.0,0.0219266414642334
0.01896817237138748,0.13772498818800996,0.04357825219631195,0.030544757843017578,0.005742179695516825,0.0,0.9994097539443835,1.0,1.0,0.02228689193725586
0.010141837410628796,0.10070668999936795,0.042927488684654236,0.03231315314769745,0.004001990891993046,0.0,0.9994373256144462,0.9998723831290497,1.0,0.022568702697753906
0.051343753933906555,0.22659160164027825,0.05390264838933945,0.03695070371031761,0.01132069993764162,0.0,0.998306160227803,0.9998951182803594,0.999994755914018,0.022194385528564453
0.013263795524835587,0.11516855267318239,0.04338650405406952,0.034095119684934616,0.004672689363360405,0.0,0.9993759511271199,0.99999452588708,1.0,0.021788835525512695
0.02478053607046604,0.15741834731207807,0.05181143432855606,0.043078117072582245,0.007737332955002785,0.0,0.9998400337848646,1.0,1.0,0.025014638900756836
0.009149381890892982,0.09565240138591913,0.034896694123744965,0.026476358994841576,0.003186602611094713,0.0,0.9987171296414608,0.9999948889627149,1.0,0.021807432174682617
0.008372275158762932,0.09150013747947558,0.028088349848985672,0.019371118396520615,0.0024432542268186808,0.0,0.9991765128969546,0.9999843641689296,1.0,0.02164006233215332
0.014955922961235046,0.12229441099753924,0.04854779690504074,0.03887321054935455,0.0058865174651145935,0.0,0.9995961204146497,1.0,1.0,0.022481203079223633
0.02824193425476551,0.16805336728184148,0.06134500727057457,0.03911219909787178,0.009991001337766647,0.0,0.9898952803236103,0.9986390222563066,0.9993951210028029,0.02189326286315918
0.012073494493961334,0.1098794543759721,0.033755991607904434,0.02537713572382927,0.0035680485889315605,0.0,0.9999474489072,1.0,1.0,0.021804332733154297
