realtive, DFF, GS, Refinement
0.16091060638427734,0.0645902156829834,0.26453208923339844,0.0677182674407959
0.0028989315032958984,0.0029141902923583984,0.24975371360778809,0.0025997161865234375
0.002683401107788086,0.0028297901153564453,0.25405454635620117,0.002592325210571289
0.002722501754760742,0.0027413368225097656,0.26129817962646484,0.0026352405548095703
0.002639293670654297,0.0027854442596435547,0.2560882568359375,0.00258636474609375
0.0027053356170654297,0.0028836727142333984,0.263580322265625,0.0025892257690429688
0.002722024917602539,0.002859830856323242,0.2547872066497803,0.002581357955932617
0.0026662349700927734,0.002716541290283203,0.2539401054382324,0.0025756359100341797
0.0026917457580566406,0.002813577651977539,0.25550174713134766,0.002572774887084961
0.0025582313537597656,0.0029125213623046875,0.25729870796203613,0.002574443817138672
0.0026302337646484375,0.0028383731842041016,0.2548801898956299,0.0025641918182373047
0.002741575241088867,0.0027742385864257812,0.2651705741882324,0.0026187896728515625
0.002749204635620117,0.003390789031982422,0.2548410892486572,0.0026006698608398438
0.0027103424072265625,0.002897500991821289,0.2666652202606201,0.002602100372314453
0.0026929378509521484,0.002846956253051758,0.2561469078063965,0.0025968551635742188
0.002647876739501953,0.0028471946716308594,0.01135563850402832,0.0026412010192871094
0.0026483535766601562,0.0027587413787841797,0.25674915313720703,0.002599954605102539
0.0026481151580810547,0.0027925968170166016,0.2592787742614746,0.002580404281616211
0.002701997756958008,0.002807140350341797,0.26551365852355957,0.0025839805603027344
0.002758026123046875,0.0028429031372070312,0.2563161849975586,0.0025968551635742188
0.0026557445526123047,0.002856731414794922,0.25641918182373047,0.0025985240936279297
0.002756357192993164,0.002768278121948242,0.2618553638458252,0.002578258514404297
0.007237434387207031,0.007025241851806641,0.2491757869720459,0.002543210983276367
0.0026345252990722656,0.0028014183044433594,0.25188326835632324,0.0025818347930908203
0.0027675628662109375,0.0029020309448242188,0.25810766220092773,0.002536296844482422
0.002683401107788086,0.0028858184814453125,0.2538292407989502,0.0025815963745117188
0.0026912689208984375,0.002849578857421875,0.2527134418487549,0.0025806427001953125
0.0026607513427734375,0.0028388500213623047,0.25302696228027344,0.002578258514404297
0.0026941299438476562,0.0028879642486572266,0.25392627716064453,0.0025811195373535156
0.002722501754760742,0.0028829574584960938,0.25388646125793457,0.002580404281616211
0.0027191638946533203,0.002844572067260742,0.2539513111114502,0.0026006698608398438
0.0027666091918945312,0.002807140350341797,0.2544882297515869,0.002613544464111328
0.0026814937591552734,0.0028390884399414062,0.2614731788635254,0.0025725364685058594
0.0027208328247070312,0.002837657928466797,0.25592780113220215,0.0025873184204101562
0.0026853084564208984,0.0028142929077148438,0.2579326629638672,0.0025649070739746094
0.002664804458618164,0.0028476715087890625,0.011333465576171875,0.002626657485961914
0.0026330947875976562,0.002748727798461914,0.02529740333557129,0.0025768280029296875
0.002690553665161133,0.002833843231201172,0.25528740882873535,0.002584695816040039
0.0026848316192626953,0.002835512161254883,0.25534677505493164,0.002614259719848633
0.002652406692504883,0.002783536911010742,0.2546050548553467,0.0025784969329833984
0.002669811248779297,0.0028052330017089844,0.012726783752441406,0.0026454925537109375
0.002754688262939453,0.0028388500213623047,0.011394739151000977,0.002685546875
0.002721548080444336,0.0028448104858398438,0.25414419174194336,0.0026123523712158203
0.0026481151580810547,0.0028753280639648438,0.25221753120422363,0.0026209354400634766
0.0026397705078125,0.002835512161254883,0.2535097599029541,0.002613067626953125
0.0026874542236328125,0.0028290748596191406,0.2558901309967041,0.0026273727416992188
0.002599954605102539,0.002717733383178711,0.02896285057067871,0.002574443817138672
0.0027475357055664062,0.0028464794158935547,0.25277090072631836,0.0026085376739501953
0.002760648727416992,0.0033626556396484375,0.25310683250427246,0.0026476383209228516
0.0026869773864746094,0.0028870105743408203,0.2545127868652344,0.002588987350463867
0.002714872360229492,0.0028820037841796875,0.25337672233581543,0.0025949478149414062
0.002748727798461914,0.0029172897338867188,0.2536284923553467,0.0026025772094726562
0.002599954605102539,0.0028014183044433594,0.25574731826782227,0.002577543258666992
0.0026726722717285156,0.002790689468383789,0.2544369697570801,0.002576112747192383
0.002682209014892578,0.002862691879272461,0.2537112236022949,0.002565145492553711
0.002750873565673828,0.0029916763305664062,0.2635684013366699,0.002567291259765625
0.00275421142578125,0.0027637481689453125,0.25820374488830566,0.0025663375854492188
0.002691984176635742,0.0028481483459472656,0.25406432151794434,0.002567768096923828
0.0028333663940429688,0.0028645992279052734,0.2560136318206787,0.002593517303466797
0.002671957015991211,0.002825498580932617,0.2579801082611084,0.0025200843811035156
0.002698659896850586,0.002827882766723633,0.260653018951416,0.0025756359100341797
0.0027904510498046875,0.0029113292694091797,0.25302648544311523,0.002587556838989258
0.0026557445526123047,0.0027997493743896484,0.2528188228607178,0.0025742053985595703
0.0026607513427734375,0.002811431884765625,0.013690471649169922,0.0026319026947021484
0.002787351608276367,0.0028820037841796875,0.011286258697509766,0.002637624740600586
0.002819061279296875,0.0028772354125976562,0.054401397705078125,0.0025806427001953125
0.002643585205078125,0.0027036666870117188,0.02768731117248535,0.002680540084838867
0.0027315616607666016,0.002838611602783203,0.2549257278442383,0.0025870800018310547
0.0027642250061035156,0.0028557777404785156,0.2554054260253906,0.0026013851165771484
0.00267791748046875,0.002867460250854492,0.2533535957336426,0.0025835037231445312
0.002782583236694336,0.0028226375579833984,0.2572329044342041,0.0025179386138916016
0.0027992725372314453,0.002843618392944336,0.26029372215270996,0.0025823116302490234
0.002682924270629883,0.002826690673828125,0.2543776035308838,0.0025877952575683594
0.002607583999633789,0.002843141555786133,0.25424718856811523,0.002585887908935547
0.002740621566772461,0.002866506576538086,0.25414299964904785,0.002857208251953125
0.002727508544921875,0.0028638839721679688,0.26419496536254883,0.002579927444458008
0.002632617950439453,0.002748727798461914,0.2647552490234375,0.0025641918182373047
